quantity	mean_difference	ci_low	ci_high	consistent
downstream_occupancy	0.008183271106899127	0.005163433479394191	0.011203108734404063	True
termination_occupancy	-0.0017990780323075505	-0.013175175132120649	0.009577019067505549	False
frame_gap	0.08848985322549228	0.072430657219403	0.10454904923158156	True
