gene_class	calu6_untreated_rep1_rnaseq	calu6_untreated_rep2_rnaseq	calu6_g418_rep1_rnaseq	calu6_g418_rep2_rnaseq
mitochondrial	56.10055745649182	12.969283405996839	9.499375394292096	17.902760525569423
nuclear	43.16361216752396	85.21100874391047	84.42567453811897	70.96286231355039
structural	0.735830375984221	1.8197078500926878	6.0749500675889365	11.134377160880197
